,100104,25,"MS",00049.90,,,,,,,,"out","Storrs, USA",2003-05-04
,100113,25,"MS",00049.95,,,,,,,,"out","Christchurch",2000-03-12
,100102,25,"MS",00050.14,,,,,,,,"out","Westwood, USA",1976-05-01
,100114,25,"MS",00050.43,,,,,,,,"out","Hamilton",1999-02-28
,100115,25,"MS",00050.48,,,,,,,,"out","Munich, GER",1972-08-31
,100116,25,"MS",00050.70,,,,,,,,"out","Pirae, PYF",1986-03-27
,100117,25,"MS",00050.95,,,,,,,,"out","Sydney, AUS",1995-03-05
,100112,25,"MS",00051.40,,,,,,,,"out","Papakura",1998-01-22
,503064,25,"MS",00051.52,,,,,,,,"out","Canberra, AUS",2008-01-26
,100118,25,"MS",00051.63,,,,,,,,"out","Hastings",1981-03-07
,100108,25,"MS",00051.75,,,,,,,,"out","North Shore",1995-01-28
,100119,25,"MS",00051.83,,,,,,,,"out","North Shore",1995-01-28
,100120,25,"MS",00051.95,,,,,,,,"out","Christchurch",1974-01-29
,100100,25,"MS",00052.02,,,,,,,,"out","Mexico City, MEX",1979-09-10
,100121,25,"MS",00052.22,,,,,,,,"out","Helsinki, FIN",1952-07-20
,100122,25,"MS",00052.26,,,,,,,,"out","Wellington",1989-11-04
,100123,25,"MS",00052.27,,,,,,,,"out","Auckland",1989-12-30
