,100048,10,"MS",13:12.86,,,,,,,,"out","Stockholm, SWE",1977-07-05
,100040,10,"MS",13:17.27,,,,,,,,"out","Stockholm, SWE",1976-07-05
,100032,10,"MS",13:19.28,,,,,,,,"out","Cork, IRL",1986-07-08
,504662,10,"MS",13:20.15,,,,,,,,"out","Stockholm, SWE",1996-07-08
,504019,10,"MS",13:22.64,,,,,,,,"out","Walnut, USA",2002-04-19
,100059,10,"MS",13:26.79,,,,,,,,"out","Auckland",1990-02-01
,504638,10,"MS",13:27.54,,,,,,,,"out","Sacramento, USA",2005-06-11
,503791,10,"MS",13:27.66,,,,,,,,"out","Hechtel, BEL",1997-07-19
,505010,10,"MS",13:30.41,,,,,,,,"out","Maia, POR",1999-07-03
,100055,10,"MS",13:30.64,,,,,,,,"out","Melbourne, AUS",1991-02-07
,100062,10,"MS",13:31.40,,,,,,,,"out","Christchurch",1980-01-19
,100046,10,"MS",13:31.44,,,,,,,,"out","Melbourne, AUS",1992-03-07
,100063,10,"MS",13:32.04,,,,,,,,"out","Cologne, GER",1985-08-25
,100049,10,"MS",13:32.65,,,,,,,,"out","Wanganui",1998-01-17
,100064,10,"MS",13:32.70,,,,"h",,,,"out","Auckland",1986-02-18
,100053,10,"MS",13:35.20,,,,"h",,,,"out","Stockholm, SWE",1961-07-25
,100065,10,"MS",13:37.81,,,,,,,,"out","Auckland",1986-11-11
